key_group,atlas_key,status,cross_ref,key_completeness,cell_members,cell_tier_span,cell_games,cell_neg,rank_in_cell,representative,source,cell_id,kit_id,folk_name,corpus,game,tier,canon_tier,negative,flags,lineage,gx,proxy,geo,commit,econ,mob,elem_p,avg_conf,spend_stratum,basin,meta,power_rating,eras,prov,mechanics_status,blocking_mechanics,mech_note
SMMFL_-____-SP-__-~~,SMMFL_-____-SP-__-~~,open,"gates:proxy-P2,E6",6,1,RDR,1,0,1,True,roster,LIGHT|UNSPEC|UNSPEC×econ:spend,K5,Ancestor-Warrior (D3 Call of the Ancients),rdr-roster,rdr-roster,RDR,roster,False,bc-cell-verbatim;proxy-octet-light,,,light,,,mana-spender,,,0.3,,,,,rdr-part-f-2026-07-11,part-f,verify,no rule matched — Mac pass to classify,"STR/proxy-light, shares pool w/ K1. Gates: proxy-P2 + E6; melee proxies — nav gap does NOT block."
SMMFSC-_SDT-SP-PH-~~,SMMFSC-_SDT-SP-PH-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|CHAN×econ:spend,d2-ww-barb,Whirlwind Barbarian,d2,d2,T1,deep,False,,,,solo,small-AOE,channel,mana-per-spin,full_move-during,physical,0.85,,,,,classic;lod;d2r;rotw-s14,od;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,The genre's spin-to-win origin: channel-move through packs dealing weapon hits along the path; entire output weapon-scaled physical.
SMMFSI-HLMT-SP-HO-~~,SMMFSI-HLMT-SP-HO-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|LARGE|INST×econ:spend,di-crusader-banner-support,Banner Support Crusader,di,di,T2b,deep,False,,,,solo,large-AOE,instant,team-buff-uptime,high,holy,0.75,mixed,,pvp,,di-launch-2022;di-5.0-2026,db;sk,have-core,direct-hit instant verbs native,Holy Banner and Conjuration of Light make the Crusader the piece organized teams refuse to field without — crit windows and immunity umbrell
SMMFSI-HL_T-CD-__-~~,SMMFSI-HL_T-CD-__-~~,,,10,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×GX-16,d3-zbarb,zBarb,d3,d3,T1,deep,False,,,GX-16,solo,large-AOE,instant,cooldown-uptime,high,n/a,0.7,,,,,set-era;late-sets;s39,kb,have-core,direct-hit instant verbs native,"Zero-damage support barbarian — globe vacuuming with Ignore Pain and Threatening Shout uptime, pulling packs into kill zones for the trash-k"
SMMFSI-KLMT-CD-PH-~~,SMMFSI-KLMT-CD-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×GX-01,d4-earthquake-barb,Earthquake Barbarian,d4,d4,T1,moderate,False,,,GX-01,solo,large-AOE,instant,cooldown-rotation,skill-IS-movement,physical,0.8,,,,,loot-reborn-s4-5;voh-s6+,kb,partial,dash/blink verb — sim support verify; deflect riders new,Stack overlapping Earthquake zones through leap and stomp triggers — ground-painting barb whose damage lives in the terrain he leaves behind
SMMFSI-KLMT-MT-FI-~~,SMMFSI-KLMT-MT-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×GX-01,gd-vires-might-shieldbreaker,Vire's Might Shieldbreaker,gd,gd,T1,moderate,False,,,GX-01,solo,large-AOE,instant,cooldown-charge-loop,skill-IS-movement,fire,0.8,,,,,fg-2019;patch-1.1-1.2,gt;kb,partial,dash/blink verb — sim support verify; deflect riders new,"CHARGE as the rotation — Vire's Might rams through packs leaving a burning fissure trail, cooldown collapsed until the movement skill IS the"
SMMFSI-KSMM-CD-HO-~~,SMMFSI-KSMM-CD-HO-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|SMALL|INST×GX-01,di-draw-quarter-crusader,Draw and Quarter Horse Crusader,di,di,T2b,moderate,False,,,GX-01,solo,small-AOE,instant,cooldown-window,skill-IS-movement,holy,0.82,f2p-viable,,dual,,di-launch-2022;di-2026-era,vx;kb,partial,dash/blink verb — sim support verify; deflect riders new,"Mount the celestial warhorse, drag chained enemies behind it, ride through everything with immunity windows — the class identity verb (the h"
SMMFSI-KSMT-CD-PH-~~,SMMFSI-KSMT-CD-PH-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×GX-01,tq-shield-charge-conqueror,Shield Charge Conqueror,tq,tq,T2,deep,False,,,GX-01,solo,small-AOE,instant,cooldown-rotation,skill-IS-movement,physical,0.82,,,,,base-2006;anniversary-2016,tqf;kb,partial,dash/blink verb — sim support verify; deflect riders new,"Shield Charge slams you INTO the pack stunning on arrival, Batter and Shield Smash keep them down — the immovable-object archetype whose cha"
SMMFSI-LNDT-SP-PH-~~,SMMFSI-LNDT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:spend,d2-conc-barb,Concentrate Barbarian,d2,d2,T1,moderate,False,,,,solo,single,instant,mana-light,low,physical,0.83,,,,,lod;d2r,kb,have-core,direct-hit instant verbs native,Uninterruptible defensive single-target swing; the safe-melee identity and hardcore staple.
SMMFSI-LNDT-SW-PH-~~,SMMFSI-LNDT-SW-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GX-07,gd-retaliation-warlord,Retaliation Warlord,gd,gd,T1,deep,False,,,GX-07,solo,single,instant,stat-is-the-weapon,low,physical,0.8,,,,,fg-2019;patch-1.1-1.2,gt;cf;kb,blocked-new,thorns/stat-retaliation channel,"Damage by BEING HIT — stacked retaliation stats reflected on every enemy swing, plus 'retaliation added to attack' converting the thorns wal"
SMMFSI-LNMT-SP-CO-~~,SMMFSI-LNMT-SP-CO-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SINGLE|INST×econ:spend,poe1-glacial-hammer,Glacial Hammer,poe1,poe1,T1,negative,True,,,,solo,single,instant,mana-light,low,cold,0.88,,,,,1.x;2.x;3.0-3.6,kb,have-core,direct-hit instant verbs native,Single-target cold thwack whose entire cultural footprint is jokes — freeze gimmick never paid for the missing AOE; the community's shorthan
SMMFSI-LNMT-SW-PH-~~,SMMFSI-LNMT-SW-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GX-07,d4-thorns-barb,Thorns Barbarian,d4,d4,T1,deep,False,,,GX-07,solo,single,instant,stat-is-the-weapon,low,physical,0.8,,,,,launch-s1-3,kb,blocked-new,thorns/stat-retaliation channel,"Razorplate thorns stacking made getting hit the whole offense — the launch era's tankiest meta answer; damage-by-standing-there, D4 chapter "
SMMFSI-LSDT-SP-PH-~~,SMMFSI-LSDT-SP-PH-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SMALL|INST×econ:spend,poe1-sweep,Sweep,poe1,poe1,T1,negative,True,,,,solo,small-AOE,instant,mana-light,low,physical,0.85,,,,,1.x;2.x;3.0-3.6,kb,have-core,direct-hit instant verbs native,"The 360-degree melee swing that every other AOE melee skill simply outclassed for ten years — no identity hook, no numbers, the reference bo"
SMMFSI-MNDT-MT-LI-~~,SMMFSI-MNDT-MT-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:meter,gd-savagery-warder,Savagery Warder,gd,gd,T1,moderate,False,,,,solo,single,instant,ramp-meter,med,lightning,0.87,,,,,base-2016;patch-1.1-1.2,gt;kb,have-core,direct-hit instant verbs native,The two-handed lightning ramp — Savagery charges stack with every swing until the maul hums; Shaman's auto-attack identity under Soldier's s
SMMFSI-MSDM-SW-CO-~~,SMMFSI-MSDM-SW-CO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:stat-weapon,poe1-aegis-max-block,Aegis Max Block,poe1,poe1,T1,deep,False,,,,solo,small-AOE,instant,block-refills-ES,med,cold,0.62,,,,,3.7-3.13;3.14-3.19;3.20+,kb,have-core,direct-hit instant verbs native,Every BLOCK restores energy shield via Aegis Aurora — at capped block chance the defense refills itself faster than bosses can spend it; a m
SMMFSI-MSDT-DW-BL-~~,SMMFSI-MSDT-DW-BL-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:dot-walk,gd-blade-arc-warder,Blade Arc Warder,gd,gd,T1,moderate,False,,,,solo,small-AOE,instant,hit-and-walk-DoT,med,bleed,0.87,,,,,base-2016;patch-1.1-1.2,gt;kb,have-core,direct-hit instant verbs native,Wide two-handed arcs that leave everything BLEEDING OUT — the trauma-and-bleed sweeper whose damage keeps ticking after you've walked past t
SMMFSI-MSDT-SP-FI-~~,SMMFSI-MSDT-SP-FI-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,tq-battlemage-warfare-earth,Battlemage,tq,tq,T2,moderate,False,,,,solo,small-AOE,instant,enchant+spender,med,fire,0.82,,,,,base-2006;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,"Earth Enchantment burning on the blade, Volcanic Orbs between swings — the fire-warrior hybrid; another combo name TQ2 resurrected verbatim."
SMMFSI-_SMT-SP-PH-~~,SMMFSI-_SMT-SP-PH-~~,,,11,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,tq2-bastion-tank,Bastion (Warfare+Forge),tq,tq2,T2,moderate,False,,,,solo,small-AOE,instant,unknown,unknown,physical,0.33,,,,,tq2-ea-2025+,dx,have-core,direct-hit instant verbs native,"TQ2's tank throne — Warfare's weapon spine over Forge's defensive engineering. SEARCH-DERIVED; mechanics thin, dossier owed; the Conqueror r"
SMMSSC-HSMT-SP-PH-~~,SMMSSC-HSMT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|CHAN×GAP-D2-01,d2-bvc,BvC,d2,d2,T1,moderate,False,,,GAP-D2-01,solo,small-AOE,channel,mana-per-spin,leap+ww-high,physical,0.77,,,,,lod-pvp;d2r-pvp,dw,blocked-new,sustained-stream/channel verb + movement-tax tuning,"PvP-named Whirlwind barbarian tuned to hunt casters — Leap stun, WW intercepts, BO stack; the named-comp culture's flagship (listed under Ba"
SMMSSI-KLDT-MT-PH-~~,SMMSSI-KLDT-MT-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×GX-01,d3-raekor-boulder,Raekor Boulder Toss,d3,d3,T1,deep,False,,,GX-01 GX-03,solo,large-AOE,instant,charge-stack-then-dump,skill-IS-movement,physical,0.78,,,,,set-era;late-sets;s39,db;kb,blocked-new,mark/tag ledger + consume-trigger operators,"Furious Charge stacks Raekor power that a max-fury Boulder Toss dumps in one throw — charge to BUILD, hurl to SPEND; gap-closer as generator"
SMMSSI-KLMT-CD-PH-~~,SMMSSI-KLMT-CD-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×GX-01,d3-leapquake,Leapquake,d3,d3,T1,deep,False,,,GX-01,solo,large-AOE,instant,cooldown-rotation,skill-IS-movement,physical,0.82,,,,,set-era;late-sets;s39,kb;mx,partial,dash/blink verb — sim support verify; deflect riders new,"Might of the Earth makes LEAP the damage engine — every landing triggers Earthquakes; the movement verb IS the build, three jumps on rotatio"
SMMSSI-LLDT-AM-FI-~~,SMMSSI-LLDT-AM-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×econ:ammo,poe1-tectonic-slam,Tectonic Slam,poe1,poe1,T1,moderate,False,,,,solo,large-AOE,instant,charge-consumer,low,fire,0.77,,,,,3.0-3.6,kb,have-core,direct-hit instant verbs native,Endurance-charge-consuming fire slam with fissure spray; charge-spender slam identity.
SMMSSI-LNDG-SP-MA-~~,SMMSSI-LNDG-SP-MA-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:spend,d2-berserker,Berserker,d2,d2,T1,moderate,False,,,,solo,single,instant,mana-light,low,magic,0.8,,,,,lod;d2r,kb,have-core,direct-hit instant verbs native,Berserk converts to magic damage at the cost of zero defense while swinging — the all-in single-target trade.
SMMSSI-LNMT-SP-PH-~~,SMMSSI-LNMT-SP-PH-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SINGLE|INST×econ:spend,le-shield-bash-le,Shield Bash (LE),le,le,T1,negative,True,,,,solo,single,instant,mana-light,low,physical,0.85,,,,,beta-0.8-0.9;1.0-launch;1.2-woven,kb,have-core,direct-hit instant verbs native,The shield-slam that never found a tree path worth building — the third game in the corpus where a skill named Shield Bash is the documented
SMMSSI-MNCT-MT-PH-~~,SMMSSI-MNCT-MT-PH-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SINGLE|INST×econ:meter,d4-kick,Kick Barbarian,d4,d4,T1,negative,True,,,,solo,single,instant,fury-spender,med,physical,0.87,,,,,launch-s1-3;loot-reborn-s4-5;voh-s6+,kb,have-core,direct-hit instant verbs native,The knockback punt that stayed a punchline for three years — a utility verb with no scaling home in an aspect economy that never wrote it on
SMMSSI-MNDT-SP-PH-~~,SMMSSI-MNDT-SP-PH-~~,,,12,1,T2,1,1,1,False,canon,SOLO|SINGLE|INST×econ:spend,tq-calculated-strike,Calculated Strike (as primary),tq,tq,T2,negative,True,,,,solo,single,instant,rhythm-beat,med,physical,0.88,,,,,base-2006;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,"Warfare's OTHER charge-attack — every-fourth-hit payoff against Onslaught's smooth ramp, and the community chose the ramp for twenty years; "
SMMSSI-MNMT-SP-PH-~~,SMMSSI-MNMT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:spend,gd-cadence-witchblade,Cadence Witchblade,gd,gd,T1,deep,False,,,,solo,single,instant,rhythm-beat,med,physical,0.87,,,,,base-2016;patch-1.1-1.2,gt;kb,have-core,direct-hit instant verbs native,"Every third swing DETONATES — Cadence's rhythm melee under Occultist curses, the 2016 launch's definitive physical bruiser and the template "
SMMSSI-MSDT-MT-FI-~~,SMMSSI-MSDT-MT-FI-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×econ:meter,tl2-flame-hammer-engineer,Flame Hammer Engineer,tl,tl2,T2,deep,False,,,,solo,small-AOE,instant,charge-meter,med,fire,0.85,,,,,tl2-2012,tlf;kb,have-core,direct-hit instant verbs native,Every hammer blow splits fire charges to nearby targets — Flame Hammer's forked payload with the Charge bar amplifying; the build every Engi
SMMSSI-MSDT-MT-PH-~~,SMMSSI-MSDT-MT-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:meter,d4-hota,HotA Barbarian,d4,d4,T1,deep,False,,,,solo,small-AOE,instant,fury-builder-spender,med,physical,0.85,,,,,launch-s1-3;loot-reborn-s4-5;voh-s6+;loh-s13-14,sky;kb,have-core,direct-hit instant verbs native,"Hammer of the Ancients fury-dump smashes scaled by overpower and berserking windows — D4's launch-defining big-hit barb, still on current ti"
SMMSSI-MSDT-SP-AE-~~,SMMSSI-MSDT-SP-AE-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,gd-krieg-death-knight,Krieg Death Knight,gd,gd,T1,deep,False,,,,solo,small-AOE,instant,set-authored-loop,med,aether,0.82,,,,,aom-2017;patch-1.1-1.2,eg;gt;cf;kb,have-core,direct-hit instant verbs native,"The Krieg set turns Death Knight into GD's default first character — aether melee with Bone Harvest and massive Menhir's-Will sustain, an en"
SMMSSI-MSMM-SP-CO-~~,SMMSSI-MSMM-SP-CO-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×GX-03,chr-frost-berserker,Frost Shatter Berserker,chronicon,chronicon,T2,moderate,False,,,GX-03,solo,small-AOE,instant,setup-payoff,med,frost,0.85,,,,,ea-2015-2019;1.0-2020,kb,blocked-new,mark/tag ledger + consume-trigger operators,"Freeze the pack, SHATTER the statues — frost melee whose payoff verb is the break; the freeze-then-execute grammar in Berserker colors."
SMMSSI-MSMT-CD-PH-~~,SMMSSI-MSMT-CD-PH-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|SMALL|INST×econ:cooldown,di-hota-wotb-barb,HotA Burst Barbarian,di,di,T2b,moderate,False,,,,solo,small-AOE,instant,cooldown-window,med,physical,0.85,mixed,,pvp,,di-launch-2022;di-2026-era,db;sk,have-core,direct-hit instant verbs native,"Hammer of the Ancients detonations inside Wrath windows on the tankiest chassis in Battlegrounds — 'hard to kill, hard to peel' per current "
SMMSSI-_NMT-SP-PH-~~,SMMSSI-_NMT-SP-PH-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:spend,poe1-heavy-strike-stun,Heavy Strike Stun Berserker,poe1,poe1,T1,moderate,False,,,,solo,single,instant,unknown,unknown,physical,0.37,,,,,3.20+,mb,have-core,direct-hit instant verbs native,3.28 stun-scaling Heavy Strike Berserker holding curated tier-list placement — the long-dead single-target thwack reborn through a stun-dama
SMMSSW-LLDT-SP-PH-~~,SMMSSW-LLDT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|WIND×econ:spend,poe1-earthquake,Earthquake,poe1,poe1,T1,deep,False,,,,solo,large-AOE,wind-up,mana-light,low,physical,0.82,,,,,2.x;3.0-3.6,kb,verify,no rule matched — Mac pass to classify,"Slam now, aftershock later — a delayed second larger hit teaches the genre's plant-and-payoff rhythm."
SMMSSW-MLDT-CD-PH-~~,SMMSSW-MLDT-CD-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|WIND×GAP-P1-02,poe1-earthshatter,Earthshatter,poe1,poe1,T1,deep,False,,,GAP-P1-02,solo,large-AOE,wind-up,warcry-cooldowns,med,physical,0.77,,,,,3.7-3.13;3.20+,mb;kb,verify,no rule matched — Mac pass to classify,Slam raises rock spikes that shatter on warcry — a two-step plant-then-detonate slam loop; top 3.28 starter per curated lists.
SMMVS_-____-SP-__-~~,SMMVS_-____-SP-__-~~,open,,6,1,RDR,1,0,1,True,roster,SOLO|UNSPEC|UNSPEC×econ:spend,K3,Polearm Soldier,rdr-roster,rdr-roster,RDR,roster,False,bc-cell-verbatim,,,solo,,,mana-spender,,,0.3,,,,,rdr-part-f-2026-07-11,part-f,verify,no rule matched — Mac pass to classify,melee/med/var/STR/none — batch-1 x100.
SM__SC-____-PB-VR-~~,SM__SC-____-PB-VR-~~,open,,6,1,RDR,1,0,1,True,roster,SOLO|UNSPEC|CHAN×econ:path-hybrid,K23,Path-substrate channel-class kit,rdr-roster,rdr-roster,RDR,roster,False,partial-recovered;path-substrate;mac-fill-remaining,,,solo,,channel,path-hybrid-substrate,,VAR,0.4,,,,,rdr-part-f-2026-07-11,part-f,blocked-new,sustained-stream/channel verb + movement-tax tuning,Path-substrate member + channel-class cell (B12 re-cert cross-ref names K1/K23-class as the channel cells).
SM__S_-_S__-PB-VR-~~,SM__S_-_S__-PB-VR-~~,open,,6,1,RDR,1,0,1,True,roster,SOLO|SMALL|UNSPEC×GX-09,K20,Orbiter-Spiral (Hammerdin coordinate),rdr-roster,rdr-roster,RDR,roster,False,partial-recovered;path-substrate;mac-fill-remaining,,GX-09,solo,small-AOE,,path-hybrid-substrate,,VAR,0.43,,,,,rdr-part-f-2026-07-11,part-f,designed-addendum,rotational/orbital substrate addendum — build pending,orbiter_spiral cast_point frame = the Hammerdin coordinate (rotational addendum cross-ref). Path-substrate member (K15/K20/K23+H5). GX-09 fa
SM__S_-____-PB-VR-~~,SM__S_-____-PB-VR-~~,open,,5,1,RDR,1,0,1,True,roster,SOLO|UNSPEC|UNSPEC×econ:path-hybrid,H5,True Battlemage (path-substrate),rdr-roster,rdr-roster,RDR,roster,False,partial-recovered;path-substrate;mac-fill-remaining,,,solo,,,path-hybrid-substrate,,VAR,0.23,,,,,rdr-part-f-2026-07-11,part-f,verify,no rule matched — Mac pass to classify,"H5 = True Battlemage (transcript cross-ref). The path-hybrid anchor of the K15/K20/K23+H5 substrate group — the Spellsword archetype family,"
SRLSS_-____-SP-__-~~,SRLSS_-____-SP-__-~~,open,,6,1,RDR,1,0,1,True,roster,SOLO|UNSPEC|UNSPEC×econ:spend,K4,Thrown-Heavy / Atlatl,rdr-roster,rdr-roster,RDR,roster,False,bc-cell-verbatim,,,solo,,,mana-spender,,,0.3,,,,,rdr-part-f-2026-07-11,part-f,verify,no rule matched — Mac pass to classify,ranged/low/spiky/STR/none — batch-1 x100.
SRMFHI-HMDM-SU-PH-~~,SRMFHI-HMDM-SU-PH-~~,,,12,1,T2,1,0,1,True,canon,HEAVY|MULTI|INST×GX-19,tl2-bot-engineer,Bot Summoner Engineer,tl,tl2,T2,deep,False,,,GX-19,heavy,multi-spawn,instant,summon-uptime,high-while-bots-work,physical,0.82,,,,,tl2-2012,tlf;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Gun Bot artillery, Blaster Bot swarms, and the beloved Healing Bot trailing behind — the Engineer as robotics platform; the turret-pet linea"
SRMFHI-MMMT-SU-PH-~~,SRMFHI-MMMT-SU-PH-~~,,,12,1,T2,1,0,1,True,canon,HEAVY|MULTI|INST×GX-19,tli-moto-bots,Moto Bot Commander,tl,tli,T2,deep,False,,,GX-19,heavy,multi-spawn,instant,summon-uptime,med,physical,0.8,,,,,tli-live-2022+,eg;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"The robotics platform — Moto fields bot swarms and shield-line support under the Commander trait, TL2's Engineer bots reborn as an entire HE"
S___S_-___T-SW-__-~~,S___S_-___T-SW-__-~~,open-f5,ex-B2,4,1,RDR,1,0,1,True,roster,SOLO|UNSPEC|UNSPEC×GX-07,K27,Thorns / Vengeance Knight (ex-B2),rdr-roster,rdr-roster,RDR,roster,False,f5-promotion,,GX-07,solo,,,stat-is-the-weapon,,,0.23,,,,,rdr-part-f-2026-07-11,part-f,have-core,F5 build carries the mechanism (2026-07-11),PROMOTED from B2 (2026-07-11). builder_source: on_damage_taken — the damage-taken-converts resolver path. GX-07 family.
WDHFLI-MSDM-AM-PH-~~,WDHFLI-MSDM-AM-PH-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|SMALL|INST×GX-04,d3-zero-dogs,Zero Dogs,d3,d3,T1,deep,False,,,GX-04 GX-06,light,small-AOE,instant,summon-consume-loop,med,physical,0.77,,,,,vanilla,kb,blocked-new,self-cost contract operators,"Cooldown-reduction stacking until Summon Zombie Dogs hits ZERO cooldown — summon, SACRIFICE the pack for explosions, resummon instantly, for"
WDHFSC-LLDM-MT-LI-~~,WDHFSC-LLDM-MT-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|CHAN×GX-04,d4-lightning-storm,Lightning Storm Druid,d4,d4,T1,moderate,False,,,GX-04,solo,large-AOE,channel,spirit-per-tick,low-while-channel,lightning,0.83,,,,,loot-reborn-s4-5;loh-s13-14,gl;sky;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,Channel a growing storm that adds strike after strike the longer you hold — ramping channel caster in fur; hotfixed within days of Lord of H
WDHFSI-HMDM-LC-MA-~~,WDHFSI-HMDM-LC-MA-~~,,,12,1,T1,1,0,1,True,canon,SOLO|MULTI|INST×GAP-D2-01,d2-hammerdin,Hammerdin,d2,d2,T1,deep,False,,,GAP-D2-01,solo,multi-spawn,instant,mana-sustain,teleport-high(Enigma),magic,0.8,,,,,lod-1.10+;d2r;rotw-s13+,iv;dw;ph,have-core,direct-hit instant verbs native,Blessed Hammers spiral outward from the cast point in a fixed pattern; magic damage ignores nearly all immunities; the genre's canonical spi
WDHFSI-MMDT-SP-HO-~~,WDHFSI-MMDT-SP-HO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|MULTI|INST×GX-09,d3-sotl-hammer,SotL Blessed Hammer,d3,d3,T1,deep,False,,,GX-09,solo,multi-spawn,instant,wrath-spender,med,holy,0.8,,,,,set-era;late-sets;s39,db;kb,designed-addendum,rotational/orbital substrate addendum — build pending,Seeker of the Light resurrects the spiral-orbiter — Blessed Hammers circling out from the cast point with Falling Sword resets; the Hammerdi
