track_id,wave,t_birth_s,t_last_s,n_frames,r_birth_gpx,r_birth_m_lo119,r_birth_m_hi125,r_min_gpx,r_min_m_lo119,r_min_m_hi125,at_frustum_boundary,G_MAX,N_MIN,H_GAP,basis
T01927,158,801.0167,801.9333,50,988.23,8.3045,7.9059,98.78,0.8301,0.7902,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01928,158,801.1333,801.4667,17,1023.06,8.5972,8.1845,603.65,5.0727,4.8292,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01929,158,801.1833,801.3833,8,932.74,7.8382,7.4619,820.71,6.8967,6.5656,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01930,158,801.2333,801.3333,7,885.72,7.443,7.0858,710.77,5.9729,5.6862,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01931,158,801.2333,801.4667,15,1136.08,9.5469,9.0887,590.34,4.9608,4.7227,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01932,158,801.2333,802.9167,90,1059.13,8.9003,8.4731,1041.32,8.7506,8.3306,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01933,158,801.2667,801.4333,11,1006.82,8.4607,8.0546,709.52,5.9624,5.6762,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01934,158,801.3167,801.75,23,1025.3,8.6159,8.2024,667.53,5.6095,5.3403,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01935,158,801.35,801.5667,13,662.83,5.57,5.3026,304.41,2.5581,2.4353,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01936,158,801.3667,801.5667,12,621.2,5.2201,4.9696,287.44,2.4155,2.2995,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01937,158,801.4167,801.5667,10,488.93,4.1086,3.9114,307.25,2.5819,2.458,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01938,158,801.4667,801.9,21,554.31,4.6581,4.4345,394.43,3.3145,3.1554,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01939,158,801.4833,801.7667,16,546.29,4.5907,4.3703,441.71,3.7118,3.5337,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01940,158,801.4833,801.9833,25,527.2,4.4303,4.2176,460.15,3.8668,3.6812,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01941,158,801.4833,801.9833,25,503.31,4.2295,4.0265,345.27,2.9014,2.7621,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01942,158,801.6833,801.7667,6,582.18,4.8923,4.6574,582.18,4.8923,4.6574,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01943,158,801.6833,801.7667,6,669.46,5.6257,5.3557,657.37,5.5241,5.2589,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01944,158,801.7333,802.1667,8,492.0,4.1345,3.936,431.7,3.6278,3.4536,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01945,158,801.7667,802.1167,7,342.89,2.8815,2.7432,298.96,2.5123,2.3917,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01946,158,801.7667,802.1667,7,274.07,2.3031,2.1925,265.71,2.2328,2.1257,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01947,158,801.8833,802.1333,7,156.53,1.3154,1.2523,156.53,1.3154,1.2523,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01948,158,801.95,802.1833,8,385.87,3.2426,3.087,310.69,2.6108,2.4855,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01949,158,802.0667,802.2667,7,246.8,2.0739,1.9744,219.22,1.8421,1.7537,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01950,158,802.0667,802.3333,13,485.36,4.0787,3.8829,335.59,2.8201,2.6847,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01951,158,802.0667,802.3667,12,178.95,1.5038,1.4316,135.96,1.1425,1.0876,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01952,158,802.0667,802.75,38,408.99,3.4369,3.2719,215.58,1.8116,1.7246,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01953,158,802.0667,802.9333,48,924.23,7.7666,7.3938,432.23,3.6321,3.4578,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01954,158,802.0667,803.1333,63,931.89,7.831,7.4552,415.34,3.4902,3.3227,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01955,158,802.0667,803.5167,85,954.72,8.0228,7.6377,262.46,2.2056,2.0997,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01956,158,802.0667,803.9333,104,297.35,2.4987,2.3788,73.72,0.6195,0.5898,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01957,158,802.0833,802.3167,6,288.82,2.4271,2.3106,213.48,1.794,1.7079,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01958,158,802.1833,803.4667,76,924.54,7.7693,7.3963,211.56,1.7778,1.6924,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01959,158,802.2833,802.55,14,316.91,2.6631,2.5352,302.56,2.5425,2.4204,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01960,158,802.4,802.75,21,936.85,7.8727,7.4948,924.42,7.7683,7.3954,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01961,158,802.4167,803.4667,64,951.5,7.9958,7.612,404.35,3.3979,3.2348,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01962,158,802.4167,803.4667,64,936.2,7.8672,7.4896,436.92,3.6716,3.4953,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01963,158,802.5667,803.4667,55,1251.16,10.5139,10.0093,1067.1,8.9673,8.5368,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01964,158,802.65,803.4667,50,955.85,8.0323,7.6468,620.95,5.2181,4.9676,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01965,158,802.6833,802.8,8,35.53,0.2985,0.2842,9.52,0.08,0.0762,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01966,158,802.6833,802.8667,8,126.95,1.0668,1.0156,121.74,1.023,0.9739,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01967,158,803.0,803.2,8,352.18,2.9595,2.8174,305.01,2.5631,2.44,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01968,158,803.0667,803.4667,25,972.19,8.1696,7.7775,778.5,6.5421,6.228,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01969,158,803.1,803.3667,12,129.79,1.0907,1.0383,119.92,1.0078,0.9594,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01970,158,803.1,803.4667,14,270.03,2.2691,2.1602,121.78,1.0234,0.9742,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01971,158,803.15,803.2833,6,677.22,5.6909,5.4178,677.22,5.6909,5.4178,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01972,158,803.3667,803.45,6,281.19,2.363,2.2495,281.19,2.363,2.2495,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01973,158,803.3667,803.4667,7,304.89,2.5621,2.4391,264.53,2.223,2.1163,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01974,158,803.3667,803.4667,7,984.17,8.2703,7.8733,983.56,8.2652,7.8685,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01975,158,803.3833,803.5667,7,272.77,2.2922,2.1822,272.77,2.2922,2.1822,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01976,158,803.4333,803.5833,9,315.07,2.6476,2.5205,306.75,2.5777,2.454,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01977,158,803.4333,803.8,15,37.78,0.3174,0.3022,36.09,0.3033,0.2887,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01978,158,803.5,803.75,7,105.94,0.8902,0.8475,105.94,0.8902,0.8475,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01979,158,803.5,803.85,17,402.15,3.3794,3.2172,310.04,2.6054,2.4803,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01980,158,803.5,803.9333,15,108.27,0.9098,0.8661,88.04,0.7398,0.7043,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01981,158,803.5,804.0,31,723.41,6.0791,5.7873,391.37,3.2888,3.131,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01982,158,803.5,804.1167,38,328.53,2.7607,2.6282,94.46,0.7938,0.7557,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01983,158,803.5,804.4,55,581.88,4.8898,4.6551,155.26,1.3047,1.2421,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01984,158,803.5,805.75,128,937.42,7.8775,7.4994,328.61,2.7615,2.6289,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01985,158,803.5333,805.7333,125,1077.08,9.0511,8.6167,452.51,3.8026,3.6201,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01986,158,803.5833,803.9833,15,191.53,1.6095,1.5323,191.53,1.6095,1.5323,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01987,158,803.5833,804.2,23,341.2,2.8672,2.7296,285.45,2.3987,2.2836,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01988,158,803.6667,804.1833,24,320.24,2.6911,2.5619,305.15,2.5643,2.4412,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01989,158,803.7167,803.8833,6,717.66,6.0307,5.7413,717.66,6.0307,5.7413,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01990,158,803.7167,804.0333,10,536.86,4.5114,4.2949,523.7,4.4009,4.1896,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01991,158,803.7333,803.8333,7,397.11,3.3371,3.1769,368.15,3.0937,2.9452,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01992,158,803.7333,803.85,6,310.24,2.6071,2.482,285.34,2.3978,2.2827,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01993,158,803.7333,803.9,9,348.71,2.9304,2.7897,348.71,2.9304,2.7897,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01994,158,803.7333,803.9333,7,20.27,0.1703,0.1621,9.29,0.078,0.0743,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01995,158,803.7333,804.15,12,385.12,3.2363,3.0809,356.58,2.9965,2.8526,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01996,158,803.7333,804.5333,26,360.42,3.0288,2.8834,223.5,1.8781,1.788,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01997,158,803.7333,806.8833,168,1052.59,8.8453,8.4207,1041.02,8.7481,8.3282,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01998,158,803.7667,804.0833,10,333.58,2.8032,2.6686,319.59,2.6856,2.5567,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T01999,158,803.7667,804.15,15,278.69,2.3419,2.2295,216.47,1.8191,1.7318,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02000,158,803.7833,804.4833,21,273.58,2.299,2.1886,214.16,1.7996,1.7132,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02001,158,803.8167,804.15,11,165.57,1.3913,1.3246,128.47,1.0795,1.0277,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02002,158,803.8167,804.25,9,251.1,2.1101,2.0088,248.07,2.0846,1.9845,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02003,158,803.8167,804.2833,12,63.71,0.5354,0.5097,16.43,0.1381,0.1314,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02004,158,803.85,804.1833,14,276.37,2.3224,2.2109,218.81,1.8388,1.7505,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02005,158,803.9,804.1,7,338.66,2.8459,2.7093,338.66,2.8459,2.7093,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02006,158,803.95,804.05,7,663.36,5.5745,5.3069,659.82,5.5447,5.2786,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02007,158,803.95,804.25,9,48.53,0.4079,0.3883,24.81,0.2085,0.1985,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02008,158,803.9667,804.4,13,191.05,1.6054,1.5284,191.05,1.6054,1.5284,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02009,158,804.0167,804.4167,10,241.7,2.0311,1.9336,188.21,1.5816,1.5057,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02010,158,804.0167,805.7333,96,1103.54,9.2735,8.8284,657.35,5.524,5.2588,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02011,158,804.05,804.35,10,480.65,4.0391,3.8452,395.83,3.3263,3.1666,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02012,158,804.05,804.4,21,320.68,2.6948,2.5655,66.24,0.5566,0.5299,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02013,158,804.0667,804.1833,8,60.12,0.5053,0.481,60.12,0.5053,0.481,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02014,158,804.0667,804.2333,8,347.52,2.9203,2.7802,303.48,2.5502,2.4278,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02015,158,804.1,804.2,6,381.11,3.2026,3.0489,344.16,2.8921,2.7533,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02016,158,804.1,804.4,11,133.17,1.1191,1.0654,117.39,0.9864,0.9391,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02017,158,804.1,805.3,73,652.76,5.4853,5.222,110.36,0.9274,0.8829,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02018,158,804.1,805.7333,91,1164.3,9.784,9.3144,739.55,6.2147,5.9164,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02019,158,804.1333,804.3667,7,80.76,0.6786,0.6461,70.62,0.5934,0.5649,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02020,158,804.2,804.35,7,138.6,1.1647,1.1088,138.6,1.1647,1.1088,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02021,158,804.25,804.45,6,188.87,1.5871,1.5109,133.37,1.1208,1.067,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02022,158,804.3167,804.55,6,234.12,1.9674,1.873,214.4,1.8017,1.7152,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02023,158,804.4333,804.6167,7,101.1,0.8496,0.8088,98.32,0.8263,0.7866,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02024,158,804.4667,804.6667,8,219.75,1.8466,1.758,219.75,1.8466,1.758,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02025,158,805.15,805.2667,8,520.07,4.3703,4.1605,514.97,4.3275,4.1198,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02026,158,805.1833,805.7333,17,45.0,0.3782,0.36,45.0,0.3782,0.36,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02027,158,805.2,805.3333,9,672.29,5.6495,5.3783,672.29,5.6495,5.3783,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02028,158,805.2,807.5833,133,356.42,2.9951,2.8514,124.28,1.0443,0.9942,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02029,158,805.25,805.6833,12,13.04,0.1095,0.1043,13.04,0.1095,0.1043,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02030,158,805.25,805.7,10,44.79,0.3764,0.3583,44.79,0.3764,0.3583,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02031,158,805.2833,805.4833,13,557.48,4.6847,4.4599,461.33,3.8767,3.6906,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02032,158,805.2833,806.7,64,555.12,4.6649,4.441,522.92,4.3942,4.1833,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02033,158,805.3167,805.5833,9,136.85,1.15,1.0948,95.41,0.8018,0.7633,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02034,158,805.3167,805.8,9,145.64,1.2239,1.1651,73.45,0.6172,0.5876,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02035,158,805.3833,805.7333,8,582.95,4.8987,4.6636,501.98,4.2184,4.0159,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02036,158,805.3833,805.7333,9,120.45,1.0122,0.9636,57.43,0.4826,0.4594,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02037,158,805.4333,805.5833,7,151.46,1.2728,1.2117,151.46,1.2728,1.2117,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02038,158,805.4833,806.0333,16,94.1,0.7908,0.7528,94.1,0.7908,0.7528,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02039,158,805.5833,805.75,6,714.15,6.0012,5.7132,583.22,4.901,4.6657,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02040,158,805.5833,805.9167,6,76.32,0.6414,0.6106,38.55,0.324,0.3084,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02041,158,805.6833,805.8,6,417.92,3.512,3.3434,391.22,3.2875,3.1297,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02042,158,805.7,807.2167,85,523.28,4.3973,4.1862,168.68,1.4175,1.3495,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02043,158,805.7167,806.0333,11,231.69,1.947,1.8535,163.73,1.3758,1.3098,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02044,158,805.7167,806.0667,10,201.49,1.6932,1.6119,184.09,1.547,1.4728,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02045,158,805.7833,807.0833,79,567.25,4.7668,4.538,549.6,4.6185,4.3968,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02046,158,805.8167,805.9333,6,523.48,4.399,4.1878,480.51,4.0379,3.8441,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02047,158,805.8167,806.35,32,572.44,4.8104,4.5795,456.18,3.8334,3.6494,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02048,158,805.8167,806.4167,13,352.8,2.9647,2.8224,352.8,2.9647,2.8224,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02049,158,805.8167,806.55,45,413.12,3.4716,3.305,169.26,1.4223,1.354,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02050,158,805.8333,806.4667,37,445.91,3.7472,3.5673,317.0,2.6639,2.536,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02051,158,805.8333,807.0167,72,874.8,7.3513,6.9984,792.47,6.6594,6.3398,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02052,158,805.8333,807.1667,72,500.49,4.2058,4.0039,290.22,2.4389,2.3218,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02053,158,805.85,805.9333,6,528.3,4.4395,4.2264,526.24,4.4222,4.2099,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02054,158,805.85,806.0667,10,538.71,4.527,4.3097,538.71,4.527,4.3097,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02055,158,805.85,806.1,10,391.6,3.2907,3.1328,381.72,3.2078,3.0538,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02056,158,805.85,806.15,9,473.05,3.9752,3.7844,451.45,3.7937,3.6116,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02057,158,805.85,806.8167,59,523.04,4.3953,4.1843,359.65,3.0223,2.8772,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02058,158,805.9,806.0167,8,93.16,0.7828,0.7453,92.32,0.7758,0.7385,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02059,158,805.9333,806.25,8,498.73,4.191,3.9898,441.64,3.7113,3.5332,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02060,158,805.9333,807.2833,76,75.24,0.6322,0.6019,75.15,0.6315,0.6012,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02061,158,806.1167,806.2333,8,261.17,2.1947,2.0894,244.25,2.0525,1.954,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02062,158,806.35,806.4667,8,307.88,2.5872,2.463,300.38,2.5242,2.403,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02063,158,806.4667,807.0667,29,293.4,2.4656,2.3472,283.42,2.3817,2.2674,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02064,158,806.5167,807.8167,74,261.97,2.2014,2.0958,124.2,1.0437,0.9936,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02065,158,806.5667,806.7,7,352.98,2.9662,2.8238,320.74,2.6953,2.5659,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02066,158,806.5833,807.5333,58,339.36,2.8518,2.7149,101.15,0.85,0.8092,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02067,158,806.65,806.8167,8,324.33,2.7255,2.5947,310.32,2.6078,2.4826,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02068,158,806.65,807.2167,16,267.85,2.2509,2.1428,231.38,1.9444,1.851,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02069,158,806.8333,806.9333,7,484.11,4.0682,3.8729,476.73,4.0061,3.8138,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02070,158,806.8333,807.35,23,230.89,1.9402,1.8471,196.29,1.6495,1.5704,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
